sample	ko	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun	norm_taxon_function_contrib
Chow2.042122	K01034	9677010f7d64a2907fe7088970a9e268	90	0.11195909760967326	1	90	0.11195909760967326	0.04043126684636118
Chow2.042122	K01034	a156aa39aa1914bb1c4a4614142c5fe5	200	0.24879799468816283	1	200	0.24879799468816283	0.08984725965858041
Chow2.042122	K01034	ca344e0c09ed83afd9798f6e0febcc31	421	0.5237197788185827	1	421	0.5237197788185827	0.18912848158131176
Chow2.042122	K01034	d635b32dd208b7ef7314830051a4056f	159	0.19779440577708943	2	318	0.3955888115541789	0.14285714285714285
Chow2.042122	K01034	e35528f6aaa72ec05c0d6b5fe8897d8c	9	0.01119590976096732	1	9	0.01119590976096732	0.00404312668463611
Chow2.042122	K15873	afa948719de108054c53424f996b0a60	6.5	0.00808593482736529	1	6.5	0.00808593482736529	1
Chow2.050622	K00929	07f38f8f2bbdfe7754f736722ed759ef	31	0.03968321529283589	1	31	0.03968321529283589	0.00214903189579275
Chow2.050622	K00929	08ca4ff10d81ade70276d765fa3d05b5	79.5	0.1017682456703372	1	79.5	0.1017682456703372	0.00551122695856527
Chow2.050622	K00929	149333c6d2f4279dc8d41b1cbca0d80b	1123	1.437556476575958	1	1123	1.437556476575958	0.07785041351533091
Chow2.050622	K00929	2092cc518e136fe01873b6753ce64e3c	433	0.5542849103805787	1	433	0.5542849103805787	0.0300171229315568
Chow2.050622	K00929	2be93cb6fdbb7cb2f7c4e7e5c48c91b1	64	0.08192663802391925	1	64	0.08192663802391925	0.0044367110106689
Chow2.050622	K00929	39cbff547536f8dab49e5c071ffdeaba	373	0.47747868723315445	1	373	0.47747868723315445	0.0258577063590547
Chow2.050622	K00929	42bf0230501446f0ac41a1cfa733a019	26	0.03328269669721719	1	26	0.03328269669721719	0.00180241384808424
Chow2.050622	K00929	56806093f1e8cd1ddcacbfd93a7678d4	305	0.3904316343327402	1	305	0.3904316343327402	0.02114370091021899
Chow2.050622	K00929	5842fb35cb0a50b6b15a8b6d267e2ba7	186	0.23809929175701533	1	186	0.23809929175701533	0.0128941913747565
Chow2.050622	K00929	5a2f127b35756159c6067ad886b357be	182	0.2329788768805204	1	182	0.2329788768805204	0.01261689693658969
Chow2.050622	K00929	5e51f0b907125eb79cf09219ca4139e9	2631	3.3679528850145557	1	2631	3.3679528850145557	0.18239041670421696
Chow2.050622	K00929	63721fe5120f49d8481aa9194b09b54b	17	0.02176176322510355	1	17	0.02176176322510355	0.00117850136220892
Chow2.050622	K00929	63e95e04a0bed8f7b0828bef4267d3f1	116	0.14849203141835365	1	116	0.14849203141835365	0.00804153870683738
Chow2.050622	K00929	6eb3f747505b027607654373c88891d2	14	0.01792145206773233	2	28	0.03584290413546467	0.00194106106716764
Chow2.050622	K00929	7044780b55e75992e1baa09eb8412297	164	0.20993700993629308	1	164	0.20993700993629308	0.01136907196483906
